"Species_name","Species_nr","German_name","acceptedname","authority","genus","Species","Species.simple","family","subfamily","tribe","subtribe","Species_col","Species_in_status","Species_in_Bioflor","Introduction_status_Seitz2012","Introduction_status_Biolflor","first_evidence","Origin","status_num","clonal_adventitious_buds_on_roots","clonal_bulbs","clonal_epigeogeneous_stems","clonal_hypogeogeneous_stems","clonal_plant_fragments_of_stem_origin","clonal_plantlets_(pseudovivipary)","clonal_rooting_horizontal_stems","clonal_root-splitters","clonal_spacers_above_and_renewal_buds_below_soil_surface","clonal_stem_tubers","clonal_buds_on_leaves_(gemmipary)","reprod_type","LifeF_macrophanero","LifeF_nanophanero","LifeF_hemicrypto","LifeF_geophyte","LifeF_chamae","LifeF_hemiphanero","LifeF_pseudo","LifeF_thero","flower_class","legume","flower_brown","flower_yellow","flower_green","flower_red","flower_white","flower_pink","flower_purple","flower_violet","flower_blue","DispersalUnitLength_mean","LeafArea_mean","LeafNitrogenContent_mean","PlantHeight_mean","PlantMycorrhizalInfection_mean","SeedDryMass_mean","SLA_mean","poll_vect_B","flw_muell","self_poll","insect_poll","wind_poll","cleisto_poll","FunGroup","LifeForm"
"Rumex acetosella",26619,"Kleiner Sauerampfer","Rumex acetosella","L.","Rumex","Rumex_acetosella","Rumex_acetosella","Polygonaceae","Polygonoideae","Rumiceae",NA,"Rumex_acetosella","Rumex acetosella","Rumex acetosella","I","I",NA,"Northern-Europe","1",1,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,1,0,0,0,0,"Wb",0,0,0,1,1,0,0,0,0,0,1.305714286,232.5868051,29.70751993,0.160938871,10,0.528679362,21.69914827,"wi (wind) [the rule]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles",0,0,1,0,"Forb","Cryptophyte"
"Rumex thyrsiflorus",5108,"Straußblütiger Sauerampfer","Rumex thyrsiflorus","Fingerh.","Rumex","Rumex_thyrsiflorus","Rumex_thyrsiflorus","Polygonaceae","Polygonoideae","Rumiceae",NA,"Rumex_thyrsiflorus","Rumex thyrsiflorus","Rumex thyrsiflorus","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"Wb",0,0,0,1,1,0,0,0,0,0,2.765714286,2792.25,NA,0.64375,NA,0.70875,20.68833333,"wi (wind) [always]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles",0,0,1,0,"Forb","Cryptophyte"
"Salvia pratensis",5220,"Wiesen-Salbei","Salvia pratensis","L.","Salvia","Salvia_pratensis","Salvia_pratensis","Lamiaceae","Nepetoideae","Mentheae",NA,"Salvia_pratensis","Salvia pratensis","Salvia pratensis","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Hh",0,0,0,0,0,0,0,0,1,1,2.047142857,2461.663982,30.86013,0.521875,70,2.364445161,26.63057214,"se (selfing) [possible] - in (insects) [the rule]","Hh (bumble bee flowers)Typical pollinators: bumble bees",0,1,0,0,"Forb","Cryptophyte"
"Sanguisorba minor subsp. balearica",32134,"(Nyman) Mu±oz Garm. & Navarro Aranda","Poterium sanguisorba subsp. balearicum","(Nyman) Muñoz Garm. & C. Navarro","Sanguisorba","Sanguisorba_minor_subsp._balearica","Sanguisorba_minor","Rosaceae","Rosoideae","Sanguisorbeae","Sanguisorbinae","Sanguisorba_minor_subsp._balearica","Sanguisorba muricata","Sanguisorba muricata","N","I",1961,"Europe, West_Asia, North_Africa","1",0,0,0,0,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"W",0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb","Cryptophyte"
"Saponaria officinalis",5241,"Gewöhnliches Seifenkraut","Saponaria officinalis","L.","Saponaria","Saponaria_officinalis","Saponaria_officinalis","Caryophyllaceae",NA,"Caryophylleae",NA,"Saponaria_officinalis","Saponaria officinalis","Saponaria officinalis","I","I",NA,"Northern-Europe","1",1,0,0,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"Fn",0,0,0,0,0,1,1,1,0,0,1.888333333,2699.4481,8.001244667,0.521728889,10,1.600735432,24.7978459,"se (selfing) [the rule] - in (insects) [often]","Fn (moth flowers)Typical pollinators: moths",1,1,0,0,"Forb","Cryptophyte"
"Saxifraga tridactylites",5328,"Dreifinger-Steinbrech","Saxifraga tridactylites","L.","Saxifraga","Saxifraga_tridactylites","Saxifraga_tridactylites","Saxifragaceae",NA,NA,NA,"Saxifraga_tridactylites","Saxifraga tridactylites","Saxifraga tridactylites","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,0,0,0,0,0,1,"A",0,0,0,0,0,1,0,0,0,0,0.43,25.938,NA,0.0725,NA,0.012726316,25.344,"se (selfing) [the rule] - in (insects) [possible]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",1,0,0,0,"Forb","Therophyte"
"Scleranthus annuus agg.",5376,"Artengruppe Einjähriger Knäuel","Scleranthus annuus","L.","Scleranthus","Scleranthus_annuus_agg.","Scleranthus_annuus_agg.","Caryophyllaceae",NA,"Sclerantheae",NA,"Scleranthus_annuus_agg.","Scleranthus annuus","Scleranthus annuus","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,0,0,0,1,"AB",0,0,0,1,0,0,0,0,0,0,3.174444444,6.1456675,22.56172333,0.0789125,10,1.1583725,25.77849701,"se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Therophyte"
"Scleranthus perennis",5380,"Ausdauernder Knäuel","Scleranthus perennis","L.","Scleranthus","Scleranthus_perennis","Scleranthus_perennis","Caryophyllaceae",NA,"Sclerantheae",NA,"Scleranthus_perennis","Scleranthus perennis","Scleranthus perennis","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,0,1,0,1,0,0,0,0,3.561666667,4.686666667,NA,0.125,NA,1.41304,18.93,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Scorzoneroides autumnalis",32174,"Schuppenlöwenzahn, Herbst-","Scorzoneroides autumnalis","Moench","Scorzoneroides","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Asteraceae","Cichorioideae","Cichorieae","Hypochaeridinae","Scorzoneroides_autumnalis","Leontodon autumnalis","Leontodon autumnalis","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Securigera varia",21382,"Bunte Kronwicke","Securigera varia","(L.) Lassen","Securigera","Securigera_varia","Securigera","Fabaceae","Papilionoideae","Loteae",NA,"Securigera_varia","Securigera varia","Securigera varia","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"H",1,0,0,0,1,1,0,0,1,0,4.801666667,1179.479955,38.28241,0.435,10,3.851857143,34.82075099,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Sedum acre",5413,"Scharfer Mauerpfeffer","Sedum acre","L.","Sedum","Sedum_acre","Sedum_acre","Crassulaceae",NA,NA,NA,"Sedum_acre","Sedum acre","Sedum acre","I","I",NA,"Northern-Europe","1",0,0,0,0,1,0,1,0,0,0,1,"sv",0,0,0,0,1,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,0.794,11.63539429,10.93900852,0.072727273,30,0.038296667,13.79115802,"se (selfing) [rare] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Chamaephyte"
"Sedum album",5415,"Weiße Fetthenne","Sedum album","L.","Sedum","Sedum_album","Sedum_album","Crassulaceae",NA,NA,NA,"Sedum_album","Sedum album","Sedum album","N","I",1970,"Europe, west_Asia","1",0,0,0,0,0,0,1,0,0,0,0,"sv",0,0,0,0,1,0,0,0,"AB",0,0,0,0,0,1,0,0,0,0,0.873333333,28.19492714,11.57079333,0.1025,10,0.027777778,16.91418272,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Chamaephyte"
"Sedum maximum",5441,"Große Fetthenne","Sedum maximum","Hoffm.","Sedum","Sedum_maximum","Sedum_maximum","Crassulaceae",NA,NA,NA,"Sedum_maximum","Sedum maximum","Sedum maximum","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"s",0,0,1,1,0,0,0,0,"AB",0,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.053,NA,"se (selfing) [at failure of outcrossing] - in (insects) [always]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Sedum rupestre",23907,"Gewöhnliche Felsen-Fetthenne","Sedum rupestre","L.","Sedum","Sedum_rupestre","Sedum_rupestre","Crassulaceae",NA,NA,NA,"Sedum_rupestre","Sedum reflexum","Sedum reflexum","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"sv",0,0,0,0,1,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,1.03,27.17666667,NA,0.190714286,10,0.052222222,12.71857143,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Chamaephyte"
"Sedum sexangulare",5437,"Milder Mauerpfeffer","Sedum sexangulare","L.","Sedum","Sedum_sexangulare","Sedum_sexangulare","Crassulaceae",NA,NA,NA,"Sedum_sexangulare","Sedum sexangulare","Sedum sexangulare","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"sv",0,0,0,0,1,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,0.5,12.8375,NA,0.129,NA,0.025714286,13.87666667,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Chamaephyte"
"Senecio inaequidens",6513,"Schmalblättriges Greiskraut","Senecio inaequidens","DC.","Senecio","Senecio_inaequidens","Senecio_inaequidens","Asteraceae","Asteroideae","Senecioneae","Senecioninae","Senecio_inaequidens","Senecio inaequidens","Senecio inaequidens","N","N",1993,"South_Africa","3",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,0,0,0,1,0,0,"B`",0,0,1,0,0,0,0,0,0,0,3.885,207.0119863,19.02312333,0.54,NA,0.3646,18.16820703,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Nanophanerophyte"
"Senecio jacobaea",5494,"Jakobs-Greiskraut","Senecio jacobaea","L.","Senecio","Senecio_jacobaea","Senecio_jacobaea","Asteraceae","Asteroideae","Senecioneae","Senecioninae","Senecio_jacobaea","Senecio jacobaea","Senecio jacobaea","I","I",NA,"Northern-Europe","1",1,0,1,0,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,3.063076923,5683.8,20.22568,0.560195652,70,0.235666786,24.21772372,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Senecio vernalis",5514,"Frühlings-Greiskraut","Senecio vernalis","Waldst. & Kit.","Senecio","Senecio_vernalis","Senecio_vernalis","Asteraceae","Asteroideae","Senecioneae","Senecioninae","Senecio_vernalis","Senecio vernalis","Senecio vernalis","N","N",1859,"Southern_Europe, Central_Europe","3",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"B`",0,0,1,0,0,0,0,0,0,0,3.994285714,1605.93,NA,0.28,NA,0.2,24.35,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Setaria viridis",5568,"Grüne Borstenhirse","Setaria viridis","(L.) P. Beauv.","Setaria","Setaria_viridis","Setaria_viridis","Poaceae","Panicoideae","Paniceae","Cenchrinae","Setaria_viridis","Setaria viridis","Setaria viridis","A","A",NA,"","2",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,0,0,0,0,0,1,"W",0,0,1,1,0,0,0,0,0,0,2.078,778.6333333,23.43706635,0.65875,NA,1.139583333,27.06005024,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Therophyte"
"Silene conica",5589,"Kegelfrüchtiges Leimkraut","Silene conica","L.","Silene","Silene_conica","Silene_conica","Caryophyllaceae",NA,"Sileneae",NA,"Silene_conica","Silene conica","Silene conica","N","I",1853,"Europe, West_Asia","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,0,0,0,1,"B",0,0,0,0,0,1,1,0,0,0,0.856,316,NA,0.14875,NA,0.340933333,70.3,"se (selfing) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Therophyte"
"Silene latifolia subsp. alba",22546,"Weiße Lichtnelke","Silene latifolia","(Mill.) Greuter & Burdet","Silene","Silene_latifolia_subsp._alba","Silene_latifolia","Caryophyllaceae",NA,"Sileneae",NA,"Silene_latifolia_subsp._alba","Silene alba","Silene alba","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Fn",0,0,0,0,0,1,0,0,0,0,NA,468.816,NA,NA,NA,0.88525,22.65135216,NA,NA,0,0,0,0,"Forb","Cryptophyte"
"Silene vulgaris",5629,"Taubenkropf-Leimkraut","Silene vulgaris","(Moench) Garcke","Silene","Silene_vulgaris","Silene_vulgaris","Caryophyllaceae",NA,"Sileneae",NA,"Silene_vulgaris","Silene vulgaris","Silene vulgaris","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,1,0,0,0,"FHh",0,0,0,0,0,1,0,0,0,0,1.465714286,677.3917216,26.60363614,0.406042857,10,1.175465432,23.98255788,"se (selfing) [possible] - in (insects) [the rule]","FHh (transition type butterfly flowers - bumble bee flowers)Typical pollinators: lepidoptera, bumble bees",0,1,0,0,"Forb","Chamaephyte"
"Sisymbrium loeselii",5647,"Loesels Rauke","Sisymbrium loeselii","L.","Sisymbrium","Sisymbrium_loeselii","Sisymbrium_loeselii","Brassicaceae",NA,"Sisymbrieae",NA,"Sisymbrium_loeselii","Sisymbrium loeselii","Sisymbrium loeselii","N","N",1868,"Eastern_Europe, Western_Asia","3",0,0,0,1,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,1,0,0,0,0,0,0,0,0.79,2706.677143,NA,0.52875,0,0.136,17.97214286,"se (selfing) [unknown] - in (insects) [unknown]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Solanum nigrum",5665,"Schwarzer Nachtschatten","Solanum nigrum","L.","Solanum","Solanum_nigrum","Solanum_nigrum","Solanaceae","Solanoideae","Solaneae",NA,"Solanum_nigrum","Solanum nigrum","Solanum nigrum","A","A",NA,"","2",1,0,0,0,0,0,1,0,0,0,0,"s",0,0,0,0,0,0,0,1,"Po",0,0,1,0,0,1,0,0,0,0,4.246666667,2181.666667,NA,0.4875,70,1.132320531,24.01111111,"se (selfing) [the rule] - in (insects) [rare]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",1,0,0,0,"Forb","Therophyte"
"Solidago canadensis",5679,"Kanadische Goldrute","Solidago canadensis","L.","Solidago","Solidago_canadensis","Solidago_canadensis","Asteraceae","Asteroideae","Astereae",NA,"Solidago_canadensis","Solidago canadensis","Solidago canadensis","N","N",1862,"North_America, central_America","3",0,0,0,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,1.952,998.7319009,15.7320369,0.837202421,NA,0.09024206,16.79684446,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Spergula morisonii",5731,"Frühlings-Spark","Spergula morisonii","Boreau","Spergula","Spergula_morisonii","Spergula_morisonii","Caryophyllaceae",NA,"Sperguleae",NA,"Spergula_morisonii","Spergula morisonii","Spergula morisonii","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,0,0,0,1,0,0,0,0,1.596666667,4.846666667,NA,0.1,NA,0.161,11.6,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Spergularia rubra",5735,"Rote Schuppenmiere","Spergularia rubra","(L.) J. Presl & C. Presl","Spergularia","Spergularia_rubra","Spergularia_rubra","Caryophyllaceae",NA,"Sperguleae",NA,"Spergularia_rubra","Spergularia rubra","Spergularia rubra","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,0,0,1,0,0,0,0,0,0.692,17.33333333,27.1,0.104166667,NA,0.048552632,16.79250614,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Stellaria graminea",5771,"Gras-Sternmiere","Stellaria graminea","L.","Stellaria","Stellaria_graminea","Stellaria_graminea","Caryophyllaceae",NA,"Alsineae",NA,"Stellaria_graminea","Stellaria graminea","Stellaria graminea","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"AB",0,0,0,0,0,1,0,0,0,0,0.908571429,180.8888889,28.21428571,0.401770732,10,0.281897917,33.17274214,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Stellaria media",5775,"Gewöhnliche Vogelmiere","Stellaria media","(L.) Vill.","Stellaria","Stellaria_media","Stellaria_media","Caryophyllaceae",NA,"Alsineae",NA,"Stellaria_media","Stellaria media","Stellaria media","I","I",NA,"Northern-Europe","1",0,0,0,0,1,0,1,0,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,0,0,0,1,0,0,0,0,1.1225,211.3128946,38.55865905,0.334663158,30,0.3615,82.66538111,"se (selfing) [the rule] - kl (cleistogamy) [rare] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,1,0,0,"Forb","Cryptophyte"
"Stellaria pallida",5777,"Bleiche Vogelmiere","Stellaria pallida","(Dumort.) Crép.","Stellaria","Stellaria_pallida","Stellaria_pallida","Caryophyllaceae",NA,"Alsineae",NA,"Stellaria_pallida","Stellaria pallida","Stellaria pallida","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,0,0,0,0,0,0,1,0,0.715,81.59092128,31.42725333,0.25,10,0.1256,59.53600018,"se (selfing) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Tanacetum vulgare",5846,"Rainfarn","Tanacetum vulgare","L.","Tanacetum","Tanacetum_vulgare","Tanacetum_vulgare","Asteraceae","Asteroideae","Anthemideae","Anthemidinae","Tanacetum_vulgare","Tanacetum vulgare","Tanacetum vulgare","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,1.84,8519.9,21.7315931,1.214625,NA,0.168775758,20.3888994,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Taraxacum sect. Erythrosperma",7428,"Schwielen-Löwenzähne","Taraxacum sect. Erythrosperma","(H. Lindb.) Dahlst.","Taraxacum","Taraxacum_sect._Erythrosperma","Taraxacum_sect._Erythrosperma","Asteraceae","Cichorioideae","Cichorieae","Crepidinae","Taraxacum_sect._Erythrosperma","Taraxacum laevigatum","Taraxacum laevigatum","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,11.9,1140.298462,NA,0.135,NA,0.383022727,43.46613223,NA,NA,0,0,0,0,"Forb","Cryptophyte"
"Taraxacum sect. Ruderalia",7434,"Wiesen-Löwenzähne","Taraxacum","F.H. Wigg.","Taraxacum","Taraxacum_sect._Ruderalia","Taraxacum_sect._Ruderalia","Asteraceae","Cichorioideae","Cichorieae","Crepidinae","Taraxacum_sect._Ruderalia","Taraxacum officinale","Taraxacum officinale","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,3.5275,2799.344639,29.52923586,0.19474393,70,0.637048922,27.19340313,NA,NA,0,0,0,0,"Forb","Cryptophyte"
"Teesdalia nudicaulis",5872,"Bauernsenf","Teesdalia nudicaulis","(L.) W.T. Aiton","Teesdalia","Teesdalia_nudicaulis","Teesdalia_nudicaulis","Brassicaceae",NA,"Iberideae",NA,"Teesdalia_nudicaulis","Teesdalia nudicaulis","Teesdalia nudicaulis","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,1,0,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,0,0,0,1,0,0,0,0,1.076666667,165.7964762,39.94462333,0.127,NA,0.293949206,39.36551093,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Thymus pulegioides",5965,"Arznei-Thymian","Thymus pulegioides","L.","Thymus","Thymus_pulegioides","Thymus_pulegioides","Lamiaceae","Nepetoideae","Mentheae",NA,"Thymus_pulegioides","Thymus pulegioides","Thymus pulegioides","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"ssv",0,0,0,0,0,1,0,0,"B",0,0,0,0,0,1,0,1,0,0,0.813333333,32,15.758755,0.177142857,NA,0.151404444,25.49727273,"in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Nanophanerophyte"
"Tilia",61246,"Linde","Tilia","L.","Tilia","Tilia","Tilia","Malvaceae","Tilioideae",NA,NA,"Tilia","Tilia","Tilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Tragopogon",60789,"Bocksbart","Tragopogon","L.","Tragopogon","Tragopogon","Tragopogon","Asteraceae","Cichorioideae","Cichorieae","Scorzonerinae","Tragopogon","Tragopogon","Tragopogon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Tragopogon dubius",5996,"Großer Bocksbart","Tragopogon dubius","Scop.","Tragopogon","Tragopogon_dubius","Tragopogon_dubius","Asteraceae","Cichorioideae","Cichorieae","Scorzonerinae","Tragopogon_dubius","Tragopogon dubius","Tragopogon dubius","I","I",NA,"Northern-Europe","1",1,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,20.0625,720.5879167,25.71285714,0.383630769,NA,11.98324784,18.00258752,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Tragopogon pratensis",7141,"Wiesen-Bocksbart","Tragopogon pratensis","L.","Tragopogon","Tragopogon_pratensis","Tragopogon_pratensis","Asteraceae","Cichorioideae","Cichorieae","Scorzonerinae","Tragopogon_pratensis","Tragopogon pratensis","Tragopogon pratensis","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,24.642,867.6864706,21.9,0.515416667,70,6.983121053,24.24063814,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Trifolium arvense",6019,"Hasen-Klee","Trifolium arvense","L.","Trifolium","Trifolium_arvense","Trifolium_arvense","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_arvense","Trifolium arvense","Trifolium arvense","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,0,0,1,1,0,0,0,0,1.5375,117.4849836,26.123615,0.161218644,NA,0.513284472,19.57702849,"se (selfing) [the rule] - in (insects) [rare]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,0,0,0,"Legume","Cryptophyte"
"Trifolium campestre",6025,"Feld-Klee","Trifolium campestre","Schreb.","Trifolium","Trifolium_campestre","Trifolium_campestre","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_campestre","Trifolium campestre","Trifolium campestre","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,1,0,0,0,0,0,0,0,3.264285714,139.9218387,33.00721667,0.174326511,NA,0.303191583,33.58193049,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Trifolium dubium",6029,"Gewöhnlicher Kleiner Klee","Trifolium dubium","Sibth.","Trifolium","Trifolium_dubium","Trifolium_dubium","Fabaceae","Papilionoideae","Trifolieae",NA,"Trifolium_dubium","Trifolium dubium","Trifolium dubium","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,1,0,0,0,0,0,0,0,2.544444444,201.0676923,33.31451177,0.243361609,70,0.380903472,27.38873378,"se (selfing) [the rule] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,1,0,0,"Legume","Cryptophyte"
