"","Species","Species_name","Species_acceptedname","family","subfamily","Frequency","allergen_score_old","allergenicity_anecdotal","allergen_score_corrected","IUIS.record","SDAP.record","AllFam.record","Allergenonline.record","Allergome.record","additional_ref","react.europe.Allergome","FDA","allergenicity_strict","ref_severity","Comment_severity","allergen_score","Flowering_beg","Flowering_end","Pollen_dispersal","Source","Species.match","Genus","allergenicity","database.record","severe.all","Freq.rural","Freq.suburb","Freq.urban","Introduction_status_Seitz2012","Origin","status_num","first_evidence","SLA_mean","PlantHeight_mean","SeedDryMass_mean","poll_vect_B","flw_muell","FunGroup","LifeForm","fl.beg","fl.end","fl.period","resident","native","exotic","neophyte","molecule.unknown","allergenicity.broad","known.mols","known.allfam","phenology_score","main.pollination","pollen_score","PAV","anemophilous"
"Teesdalia_nudicaulis","Teesdalia_nudicaulis","Teesdalia nudicaulis","Teesdalia_nudicaulis","Brassicaceae",NA,4,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","May","Selfing, insects","BioFlor- 2018","Teesdalia_nudicaulis","Teesdalia",0,FALSE,0,3,1,0,"I","Northern-Europe",1,NA,39.36551093,0.127,0.293949206,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",4,5,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Thymus_pulegioides","Thymus_pulegioides","Thymus pulegioides","Thymus_pulegioides","Lamiaceae","Nepetoideae",3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","October","Insects","BioFlor- 2018","Thymus_pulegioides","Thymus",0,FALSE,0,1,1,1,"I","Northern-Europe",1,NA,25.49727273,0.177142857,0.151404444,"in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Nanophanerophyte",6,10,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Tragopogon","Tragopogon","Tragopogon","Tragopogon","Asteraceae","Cichorioideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, geitonogamy, insects","BioFlor- 2018","Tragopogon","Tragopogon",0,FALSE,0,2,0,0,"I",NA,1,NA,NA,NA,NA,NA,NA,"Forb",NA,5,7,2,1,1,0,0,0,0,0,0,2,"selfing",0,0,0
"Tragopogon_dubius","Tragopogon_dubius","Tragopogon dubius","Tragopogon_dubius","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Tragopogon_dubius","Tragopogon",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,18.00258752,0.383630769,11.98324784,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Tragopogon_pratensis","Tragopogon_pratensis","Tragopogon pratensis","Tragopogon_pratensis","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Tragopogon_pratensis","Tragopogon",0,FALSE,0,0,0,1,"I","Northern-Europe",1,NA,24.24063814,0.515416667,6.983121053,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Trifolium_arvense","Trifolium_arvense","Trifolium arvense","Trifolium_arvense","Fabaceae","Papilionoideae",33,1,1,1,0,0,0,0,0,0,"",NA,0,"","similar to Trifolium pratense",1,"June","September","Selfing, insects","BioFlor- 2018","Trifolium_arvense","Trifolium",1,FALSE,0,8,10,15,"I","Northern-Europe",1,NA,19.57702849,0.161218644,0.513284472,"se (selfing) [the rule] - in (insects) [rare]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,9,3,1,1,0,0,1,1,0,0,3,"insects-selfing",1,3,0
"Trifolium_campestre","Trifolium_campestre","Trifolium campestre","Trifolium_campestre","Fabaceae","Papilionoideae",11,0,1,1,0,0,0,0,0,0,"",NA,0,"","similar to Trifolium pratense",1,"June","September","Selfing, insects","BioFlor- 2018","Trifolium_campestre","Trifolium",1,FALSE,0,1,5,5,"I","Northern-Europe",1,NA,33.58193049,0.174326511,0.303191583,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,9,3,1,1,0,0,1,1,0,0,3,"insects",1,3,0
"Trifolium_dubium","Trifolium_dubium","Trifolium dubium","Trifolium_dubium","Fabaceae","Papilionoideae",4,0,1,1,0,0,0,0,0,0,"",NA,0,"","similar to Trifolium pratense",1,"May","September","Selfing, insects","BioFlor- 2018","Trifolium_dubium","Trifolium",1,FALSE,0,0,2,2,"I","Northern-Europe",1,NA,27.38873378,0.243361609,0.380903472,"se (selfing) [the rule] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",5,9,4,1,1,0,0,1,1,0,0,3,"insects",1,3,0
"Trifolium_pratense","Trifolium_pratense","Trifolium pratense","Trifolium_pratense","Fabaceae","Papilionoideae",2,1,1,2,0,0,0,0,0,1,"",1090,1,"Bousquet et al. 1984; Lucas & Buckley 1989","Lucas and Bousquet Show high (c. 13%) prevalence of skin test reaction",2,"June","September","Insects","BioFlor- 2018","Trifolium_pratense","Trifolium",1,FALSE,0,1,0,1,"I","Northern-Europe",1,NA,24.58066808,0.36758914,1.583219806,"in (insects) [always]","Hh (bumble bee flowers)Typical pollinators: bumble bees","Legume","Cryptophyte",6,9,3,1,1,0,0,1,1,0,0,3,"insects",1,6,0
"Trifolium_repens","Trifolium_repens","Trifolium repens","Trifolium_repens","Fabaceae","Papilionoideae",6,1,1,1,0,0,0,0,0,1,"",1094,1,"","similar to Trifolium pratense",1,"May","September","Insects","BioFlor- 2018","Trifolium_repens","Trifolium",1,FALSE,0,2,2,2,"I","Northern-Europe",1,NA,29.25768046,0.211949599,0.557123419,"in (insects) [always]","Hb (bee flowers )Typical pollinators: bees","Legume","Cryptophyte",5,9,4,1,1,0,0,1,1,0,0,3,"insects",1,3,0
"Trifolium_striatum","Trifolium_striatum","Trifolium striatum","Trifolium_striatum","Fabaceae","Papilionoideae",1,0,1,1,0,0,0,0,0,0,"",NA,0,"","similar to Trifolium pratense",1,"June","July","Insects","BioFlor- 2018","Trifolium_striatum","Trifolium",1,FALSE,0,0,1,0,"N","Southern_Europe, West_Asia, North_Africa",3,1977,21.22363588,0.13624,1.857884848,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,7,1,0,0,1,1,1,1,0,0,1,"insects",1,1,0
"Turritis_glabra","Turritis_glabra","Turritis glabra","Turritis_glabra","Brassicaceae",NA,2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Turritis_glabra","Turritis",0,FALSE,0,0,2,0,"I","Northern-Europe",1,NA,23.4214555,0.622083333,0.0820875,"se (selfing) [often] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects-selfing",1,0,0
"Verbascum_lychnitis","Verbascum_lychnitis","Verbascum lychnitis","Verbascum_lychnitis","Scrophulariaceae",NA,3,0,1,0,0,0,0,0,0,1,"",NA,0,"Bikakci 2006","anecdotal evidence only",0,"June","August","Selfing, insects","BioFlor- 2018","Verbascum_lychnitis","Verbascum",0,FALSE,0,0,3,0,"I","Northern-Europe",1,NA,17.07291504,1.103181818,0.125948718,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Verbascum_nigrum","Verbascum_nigrum","Verbascum nigrum","Verbascum_nigrum","Scrophulariaceae",NA,2,0,1,0,0,0,0,0,0,1,"",NA,0,"Bikakci 2006","anecdotal evidence only",0,"June","September","Insects","BioFlor- 2018","Verbascum_nigrum","Verbascum",0,FALSE,0,1,1,0,"I","Northern-Europe",1,NA,18.7,0.745,0.119576471,"in (insects) [always]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Veronica_arvensis","Veronica_arvensis","Veronica arvensis","Veronica_arvensis","Plantaginaceae",NA,41,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","October","Selfing, insects","BioFlor- 2018","Veronica_arvensis","Veronica",0,FALSE,0,15,12,14,"A","",2,NA,27.23009447,0.130375999,0.112908333,"se (selfing) [often] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Cryptophyte",3,10,7,1,0,1,0,0,0,0,0,3,"insects-selfing",1,0,0
"Veronica_chamaedrys","Veronica_chamaedrys","Veronica chamaedrys","Veronica_chamaedrys","Plantaginaceae",NA,5,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Pseudocleistogamy, insects","BioFlor- 2018","Veronica_chamaedrys","Veronica",0,FALSE,0,3,2,0,"I","Northern-Europe",1,NA,30.71117575,0.202309184,0.196352941,"pk (pseudocleistogamy) [possible] - in (insects) [the rule]","Ds (syrphid flowers)Typical pollinators: syrphids","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Veronica_officinalis","Veronica_officinalis","Veronica officinalis","Veronica_officinalis","Plantaginaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Veronica_officinalis","Veronica",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,26.51257143,0.1568,0.128352,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Chamaephyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Veronica_prostrata","Veronica_prostrata","Veronica prostrata","Veronica_prostrata","Plantaginaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","July","Selfing, insects","BioFlor- 2018","Veronica_prostrata","Veronica",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,20.55,0.148,0.333,"se (selfing) [unknown] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Chamaephyte",4,7,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Veronica_sublobata","Veronica_sublobata","Veronica sublobata","Veronica_hederifolia","Plantaginaceae",NA,12,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","May","Selfing, pseudocleistogamy,  insects","BioFlor- 2018","Veronica_sublobata","Veronica",0,FALSE,0,5,1,6,"I","Northern-Europe",1,NA,NA,NA,NA,NA,NA,"Forb","Chamaephyte",3,5,2,1,1,0,0,0,0,0,0,2,"selfing",0,0,0
"Vicia_angustifolia","Vicia_angustifolia","Vicia angustifolia","Vicia_sativa_subsp._cordata","Fabaceae","Papilionoideae",27,1,1,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"May","July","Selfing, cleistogamy, insects","BioFlor- 2018","Vicia_angustifolia","Vicia",0,FALSE,0,11,9,7,"A","",2,NA,NA,0.4,18.07,"se (selfing) [often] - kl (cleistogamy) [rare] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",5,7,2,1,0,1,0,0,0,0,0,2,"insects",1,0,0
"Vicia_cracca","Vicia_cracca","Vicia cracca","Vicia_cracca","Fabaceae","Papilionoideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"June","August","Insects","BioFlor- 2018","Vicia_cracca","Vicia",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,25.2295713,0.746834409,15.53104391,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Vicia_hirsuta","Vicia_hirsuta","Vicia hirsuta","Vicia_hirsuta","Fabaceae","Papilionoideae",23,2,0,0,0,0,0,0,0,0,"",NA,0,"","pollen : limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261: severe contact allergy - Occupational allergic contact dermatitis caused by weeds of the Compositae, Fabaceae and Rosaceae plant families",0,"June","July","Selfing, insects","BioFlor- 2018","Vicia_hirsuta","Vicia",0,FALSE,0,7,11,5,"A","",2,NA,20.21029764,0.5176,5.732377778,"se (selfing) [the rule] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,7,1,1,0,1,0,0,0,0,0,1,"insects-selfing",1,0,0
"Vicia_lathyroides","Vicia_lathyroides","Vicia lathyroides","Vicia_lathyroides","Fabaceae","Papilionoideae",27,0,0,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"April","June","Insects","BioFlor- 2018","Vicia_lathyroides","Vicia",0,FALSE,0,8,7,12,"I","Northern-Europe",1,NA,25.8705368,0.119041691,2.126266667,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",4,6,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Vicia_sepium","Vicia_sepium","Vicia sepium","Vicia_sepium","Fabaceae","Papilionoideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"May","June","Selfing, insects","BioFlor- 2018","Vicia_sepium","Vicia",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,38.48533333,0.456818182,20.36534737,"se (selfing) [often] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",5,6,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Vicia_tetrasperma","Vicia_tetrasperma","Vicia tetrasperma","Vicia_tetrasperma","Fabaceae","Papilionoideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"June","July","Selfing, insects","BioFlor- 2018","Vicia_tetrasperma","Vicia",0,FALSE,0,0,2,0,"A","",2,NA,31.89649669,0.755214286,3.764383333,"se (selfing) [the rule] - in (insects) [possible]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,7,1,1,0,1,0,0,0,0,0,1,"insects-selfing",1,0,0
"Vicia_villosa","Vicia_villosa","Vicia villosa","Vicia_villosa","Fabaceae","Papilionoideae",7,0,0,0,0,0,0,0,0,0,"",NA,0,"","limited evidence on Vicia Sativa (Picon et al. 1991); FDA =  1261",0,"June","September","Insects","BioFlor- 2018","Vicia_villosa","Vicia",0,FALSE,0,1,2,4,"A","",2,NA,28.68142074,0.679377778,34.3579218,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,9,3,1,0,1,0,0,0,0,0,3,"insects",1,0,0
"Viola_arvensis","Viola_arvensis","Viola arvensis","Viola_arvensis","Violaceae",NA,2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","October","Selfing, cleistogamy, insects","BioFlor- 2018","Viola_arvensis","Viola",0,FALSE,0,1,1,0,"A","",2,NA,30.22251586,0.178571429,0.627018485,"se (selfing) [rare] - kl (cleistogamy) [possible] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Forb","Cryptophyte",4,10,6,1,0,1,0,0,0,0,0,3,"insects",1,0,0
"Viola_canina","Viola_canina","Viola canina","Viola_canina","Violaceae",NA,3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","June","Cleistogamy, insects","BioFlor- 2018","Viola_canina","Viola",0,FALSE,0,1,2,0,"I","Northern-Europe",1,NA,27.72686822,0.246695652,0.969082353,"kl (cleistogamy) [often] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Forb","Cryptophyte",5,6,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Viola_suavis","Viola_suavis","Viola suavis","Viola_suavis","Violaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","April","Cleistogamy, insects","BioFlor- 2018","Viola_suavis","Viola",0,FALSE,0,0,1,0,"N","Southern_Europe, Eastern_Europe, West_Asia",3,1899,NA,0.1025,NA,"kl (cleistogamy) [often] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Forb","Cryptophyte",3,4,1,0,0,1,1,0,0,0,0,1,"insects",1,0,0
"Viola_tricolor","Viola_tricolor","Viola tricolor","Viola_tricolor","Violaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","September","Selfing, insects","BioFlor- 2018","Viola_tricolor","Viola",0,FALSE,0,1,0,0,"A","",2,NA,32.04647059,0.161916667,0.774103226,"se (selfing) [rare] - in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Forb","Cryptophyte",4,9,5,1,0,1,0,0,0,0,0,3,"insects",1,0,0
